3,5380025818068202918515195486469062941421061046067685043111559404809449039924814787540370532806456511977016434176995772618764408156670685133939166212239211,8070038727102304377772793229703594412131591569101527564667339107214173559887401906048931223007023897739145637112728210834028203312709512872726343853841957,512
3,123136357615065856494368681127958203986626691758209516418626175401481574427137711188070438130596092031887112475537950559229883640161540190063322598009244235029467,184704536422598784741553021691937305979940037637314274627939263102222361640706567643714791961829706652731201757896414363581010913378050085726708982296296450724631,536
3,2103942696506786123872601987542438717579611329965189665717861722026299277475218606665119923454839716439280973957957917975175721768918497931632952832630043605639005453963,3155914044760179185808902981313658076369416994947784498576792583039448916212827910001234856044513734846016542757883698674272616949269160926719098299207185364418292213721,560
3,32647280823138548250154663416932301619673681575439431616690790631075213034274314567084960281928569057225063401965743098664493137968164352977672409058636167496931483917588758443,48970921234707822375231995125398452429510522363159147425036185946612819551411471850627454498192986530950404002944947862827570842620321755364814002230868229608924333502517379881,584
3,536856537179568453569911488491707738666320835678109027821685240852403029426844103555134135025962706269190218685538091519810561453435636476583197723547396706331753531834384197951016875,805284805769352680354867232737561607999481253517163541732527861278604544140266155332701202595699211130119030124913454670536767429787588041344255207694909457813582448225295292851388781,608
3,10180861463443915181552443503215980189077266877897858921480495921053435222662910590599636157582198033787532447328841916183329662973562191875335317812132364931525908183395939929409669307759499,15271292195165872772328665254823970283615900316846788382220743881580152833994365885899454236373544223301521242214492962488010015380105940958020108483229819098225270632105816321940211472679033,632
3,133121964024378281356585146355847023766811323110352503323965542659359533373766301729302449938578587286704272305869191527825915541272920351726441660564629172698598137967125266023879928176747170203307,199682946036567422034877719533770535650216984665528754985948313989039300060649452593953674907867881825301112083174016583479780600092651375763488447820802819694047550733446664183109166867671725005433,656
3,2413566429121817727026700603731016213515179191982514468397303504971417628309272320901835464173224385202742515086318994776516339108625785586052118414088383541078110019488592637035643812553647518461795431787,3620349643682726590540050905596524320272768787973771702595955257457126442463908481352753196259836577807944396727713868513065291341402882670857607904070413828533929587246004753123202140622684828775860044659,680
3,51633248243385800374340338674634137403716033672093547938968357065524718504113980838532777805857472941584612811720243866144958560273083826900892283510766799287963282659250087340538833948131288920965040283003578987,77449872365078700561510508011951206105574050508140321908452535598287077756170971257799166708786209412376936820315247072493444091383532967961125746956249343011584729030380669563471784857830302644274126564693187557,704
3,716325574774314538973645273241856690361791877467538188531783457775856721056156254376699353965976093858948270563817943518256985932539861060703024916229598474718921809968761881140917424131371841435490445822628878821598027,1074488362161471808460467909862785035542687816201307282797675186663785081584234381565049030948964140788422405911511438464994505863596851032743882678496048242359222855144531487274058190451517972813067418937917951579753937,728
